COD FISCAL,COD SIIIR,COD SIIIR SUP,COD SIRUES,SIRUTA LOC SUP,SIRUTA LOCALITATE,cod,judet,lat,lon,nr,nume,nume_ascii,oras,str,wikidata,
,2462102209,2461100062,,108268,108295,2462102209,MARAMUREŞ,,,43,SCOALA GIMNAZIALA IADARA,SCOALA GIMNAZIALA IADARA,IADĂRA,,,
,2462103237,2461100356,,108473,108482,2462103237,MARAMUREŞ,,,126,SCOALA GIMNAZIALA NR. 2 POIENILE DE SUB MUNTE,SCOALA GIMNAZIALA NR 2 POIENILE DE SUB MUNTE,POIENILE DE SUB MUNTE,LUHEI,,
3627650,2461101407,,792225,106559,106568,2461101407,MARAMUREŞ,,,43,LICEUL TEHNOLOGIC FORESTIER SIGHETU MARMATIEI,LICEUL TEHNOLOGIC FORESTIER SIGHETU MARMATIEI,SIGHETU MARMAŢIEI,DRAGOS VODA,,
3694870,2461100573,,1145405,106817,106826,2461100573,MARAMUREŞ,,,03.mai,"""LICEUL TEHNOLOGIC """"GRIGORE MOISIL"""" TARGU LAPUS""",LICEUL TEHNOLOGIC GRIGORE MOISIL TARGU LAPUS,TÂRGU LĂPUŞ,MIHAI EMINESCU,,
27177331,2461200987,,242071106,109265,109274,2461200987,MARAMUREŞ,,,27,"""LICEUL TEORETIC """"GEORGE POP DE BASESTI"""" ULMENI""",LICEUL TEORETIC GEORGE POP DE BASESTI ULMENI,ULMENI,P. DULFU,,
,2462101945,2461100908,,109265,109318,2462101945,MARAMUREŞ,,,,SCOALA PRIMARA SOMES UILEAC,SCOALA PRIMARA SOMES UILEAC,SOMEŞ-UILEAC,,,
3694730,2461100962,,580593,106782,106791,2461100962,MARAMUREŞ,,,15,"""COLEGIUL ECONOMIC """"PINTEA VITEAZUL"""" CAVNIC""",COLEGIUL ECONOMIC PINTEA VITEAZUL CAVNIC,CAVNIC,01.mai,,
,2462102417,2461101574,,109096,109121,2462102417,MARAMUREŞ,,,,SCOALA GIMNAZIALA CETATELE,SCOALA GIMNAZIALA CETATELE,CETĂŢELE,,,
3695069,2461101081,,1323851,106318,106327,2461101081,MARAMUREŞ,,,33,LICEUL CU PROGRAM SPORTIV BAIA MARE,LICEUL CU PROGRAM SPORTIV BAIA MARE,BAIA MARE,B-DUL REPUBLICII,,
26655926,2461100745,,579582,106318,106327,2461100745,MARAMUREŞ,,,132A,"""SCOALA GIMNAZIALA """"DR. VICTOR BABES"""" BAIA MARE""",SCOALA GIMNAZIALA DR VICTOR BABES BAIA MARE,BAIA MARE,Victoriei,,
18797369,2461200517,,1000005,106318,106327,2461200517,MARAMUREŞ,,,,GRADINITA CU PROGRAM PRELUNGIT TEDDIES BAIA MARE,GRADINITA CU PROGRAM PRELUNGIT TEDDIES BAIA MARE,BAIA MARE,MIHAI EMINESCU,,
,2462102082,2461101452,,109354,109390,2462102082,MARAMUREŞ,,,,SCOALA GIMNAZIALA FERICEA,SCOALA GIMNAZIALA FERICEA,FERICEA,,,
,2462103219,2461100944,,108632,108650,2462103219,MARAMUREŞ,,,85,SCOALA GIMNAZIALA COSTIUI,SCOALA GIMNAZIALA COSTIUI,COŞTIUI,PRINCIPALA,,
,2462103133,2461103359,,106979,106988,2462103133,MARAMUREŞ,,,,GRADINITA CU PROGRAM PRELUNGIT NR. 8 VISEU DE SUS,GRADINITA CU PROGRAM PRELUNGIT NR 8 VISEU DE SUS,VIŞEU DE SUS,,,
,2462103689,2461101805,,106318,106327,2462103689,MARAMUREŞ,,,20,GRADINITA CU PROGRAM NORMAL NR. 20 BAIA MARE,GRADINITA CU PROGRAM NORMAL NR 20 BAIA MARE,BAIA MARE,Bucureşti,,
,2462101963,2461101886,,107733,107804,2462101963,MARAMUREŞ,,,,SCOALA GIMNAZIALA FAURESTI,SCOALA GIMNAZIALA FAURESTI,FĂUREŞTI,,,
3695190,2461100908,,585218,109265,109274,2461100908,MARAMUREŞ,,,27,"""LICEUL TEHNOLOGIC """"DR. FLORIAN ULMEANU"""" ULMENI""",LICEUL TEHNOLOGIC DR FLORIAN ULMEANU ULMENI,ULMENI,PETRE DULFU,,
26591857,2461101235,,1090246,106746,106755,2461101235,MARAMUREŞ,,,2A,GRADINITA CU PROGRAM PRELUNGIT NR. 10 BORSA,GRADINITA CU PROGRAM PRELUNGIT NR 10 BORSA,BORŞA,FLOARE DE COLT,,
6360475,2461200033,,100005,106318,106327,2461200033,MARAMUREŞ,,,,"""SCOALA POSTLICEALA SANITARA """"CAROL DAVILA"""" BAIA MARE""",SCOALA POSTLICEALA SANITARA CAROL DAVILA BAIA MARE,BAIA MARE,REPUBLICII,,
,2462101479,2461103368,1123794,109176,109185,2462101479,MARAMUREŞ,,,33,GRADINITA CU PROGRAM PRELUNGIT NR. 1 SOMCUTA MARE,GRADINITA CU PROGRAM PRELUNGIT NR 1 SOMCUTA MARE,ŞOMCUŢA MARE,NICOLAE BALCESCU NR.33,,
26691147,2461101158,,579685,106318,106327,2461101158,MARAMUREŞ,,,,GRADINITA CU PROGRAM PRELUNGIT STEP BY STEP BAIA MARE,GRADINITA CU PROGRAM PRELUNGIT STEP BY STEP BAIA MARE,BAIA MARE,VICTOR BABES NR.2,,
22623018,2461200399,,1000009,108945,108954,2461200399,MARAMUREŞ,,,,"""GRADINITA """"ANA"""" SAPANTA""",GRADINITA ANA SAPANTA,SĂPÂNŢA,PRINCIPALA,,
,2462102607,2461101755,,107314,107332,2462102607,MARAMUREŞ,,,,SCOALA PRIMARA NANESTI,SCOALA PRIMARA NANESTI,NĂNEŞTI,,,
26684298,2461100469,,579570,106318,106327,2461100469,MARAMUREŞ,,,1,"""SCOALA GIMNAZIALA """"NICOLAE IORGA"""" BAIA MARE""",SCOALA GIMNAZIALA NICOLAE IORGA BAIA MARE,BAIA MARE,GH. BILASCU,,
13862032,2451101067,,1090181,106559,106568,2451101067,MARAMUREŞ,,,46,CLUBUL ELEVILOR SIGHETU MARMATIEI,CLUBUL ELEVILOR SIGHETU MARMATIEI,SIGHETU MARMAŢIEI,GHE. DOJA,,
,2462102299,2461101606,,107234,107261,2462102299,MARAMUREŞ,,,,SCOALA PRIMARA CORNI,SCOALA PRIMARA CORNI,CORNI,,,
28630510,2461100926,,582357,107715,107724,2461100926,MARAMUREŞ,,,133,SCOALA GIMNAZIALA CAMPULUNG LA TISA,SCOALA GIMNAZIALA CAMPULUNG LA TISA,CÂMPULUNG LA TISA,principala,,
,2462102453,2461101488,,107582,107617,2462102453,MARAMUREŞ,,,178,SCOALA GIMNAZIALA CIOCOTIS,SCOALA GIMNAZIALA CIOCOTIS,CIOCOTIŞ,,,
26853885,2461101036,,977162,106318,106327,2461101036,MARAMUREŞ,,,58,GRADINITA CU PROGRAM PRELUNGIT NR. 27 BAIA MARE,GRADINITA CU PROGRAM PRELUNGIT NR 27 BAIA MARE,BAIA MARE,VASILE ALECSANDRI,,
28675644,2461101782,,584484,108945,108954,2461101782,MARAMUREŞ,,,513,SCOALA GIMNAZIALA SAPANTA,SCOALA GIMNAZIALA SAPANTA,SĂPÂNŢA,PRINCIPALA,,
26854864,2461100754,,1193880,106318,106327,2461100754,MARAMUREŞ,,,7,"""GRADINITA CU PROGRAM PRELUNGIT """"FLOARE DE COLT"""" BAIA MARE""",GRADINITA CU PROGRAM PRELUNGIT FLOARE DE COLT BAIA MARE,BAIA MARE,BUCOVINEI,,
29459339,2461101253,,583179,108204,108213,2461101253,MARAMUREŞ,,,170,SCOALA GIMNAZIALA IEUD,SCOALA GIMNAZIALA IEUD,IEUD,PRINCIPALA,,
24006213,2461100071,,582888,108035,108044,2461100071,MARAMUREŞ,,,204,SCOALA GIMNAZIALA DUMBRAVITA,SCOALA GIMNAZIALA DUMBRAVITA,DUMBRĂVIŢA,DUMBRĂVIŢA,,
27106136,2461200553,,100002,106559,106568,2461200553,MARAMUREŞ,,,41,"""SCOALA POSTLICEALA SANITARA """"HIPOCRATES"""" SIGHETU MARMATIEI""",SCOALA POSTLICEALA SANITARA HIPOCRATES SIGHETU MARMATIEI,SIGHETU MARMAŢIEI,MIHAI VITEAZU,,
26949506,2461100781,,580206,106559,106568,2461100781,MARAMUREŞ,,,,GRADINITA CU PROGRAM PRELUNGIT NR. 8 SIGHETU MARMATIEI,GRADINITA CU PROGRAM PRELUNGIT NR 8 SIGHETU MARMATIEI,SIGHETU MARMAŢIEI,AL. IVASIUC NR.25,,
,2462103074,2461101764,,109425,109434,2462103074,MARAMUREŞ,,,,SCOALA PRIMARA VIMA MARE,SCOALA PRIMARA VIMA MARE,VIMA MICĂ,,,
